0.0287087, 0.389576, -0.109622, -0.0216239, -0.275597, 0.0699946, 0.394272, 0.377732, -0.490471, -0.635113, -0.466713, 0.490703, -0.725049, -0.386254, -0.258694, 0.251763, -0.337662, 0.250669, -0.0953312, 0.0526601, 0.542379, 0.408429, -0.0757101, -0.585308, 0.5653, 0.226941
0.179788, 0.327344, 0.166488, 0.0435056, 0.241723, 0.217612, 0.197695, 0.241377, -0.289665, -0.357992, -0.027581, -0.290214, -0.165322, -0.169081, 0.187205, -0.225565, -0.0312109, -0.00682408, 0.013145, 0.137065, 0.300803, 0.150057, -0.0629845, -0.337411, -0.240022, -0.025315
-0.0987097, 0.579598, 0.010572, -0.059716, 0.0592918, 0.238282, -0.00760247, 0.335147, -0.343449, -0.464283, -0.31817, 0.432196, -0.731101, -0.356249, -0.249569, 0.175516, -0.338386, 0.289384, -0.22221, -0.171109, 0.77389, 0.0601845, 0.298096, -0.643937, 0.379892, -0.0226594
0.0497112, -0.312985, -0.427434, 0.267048, -0.0210706, 0.0311594, -0.5049, -0.544912, 0.0407833, 0.137184, 0.168605, -0.506, 0.445359, 0.406499, 0.201591, -0.579604, 0.112347, -0.506913, 0.178663, 0.263381, -0.695307, 0.160681, 0.275983, 0.300081, -0.47037, -0.317379
0.200779, -0.195074, -0.284719, 0.249249, 0.0225841, -0.201043, -0.127497, -0.379564, 0.403084, 0.950444, 0.511226, -0.42995, 0.510638, -0.0744471, 0.00484416, -0.214144, -0.0177336, 0.131892, 0.457193, -0.208001, -0.346916, -0.499081, 0.11996, 0.552045, -0.1058, -0.182802
0.0619708, -0.237283, -0.526715, 0.249526, 0.0890269, -0.126779, -0.404181, -0.397312, -0.21249, 0.0108303, -0.195306, 0.0210277, 0.224875, -0.0499211, 0.235755, -0.0955404, 0.146571, -0.504426, -0.122368, 0.166616, -0.409765, 0.0211966, -0.0947968, 0.0711436, -0.199233, -0.398981
0.657595, -0.323219, -0.522525, 0.289216, 0.0374511, -0.536143, -0.48795, -0.793729, 0.208316, 1.26884, 0.407778, -0.568906, 1.43766, 0.706316, 0.359409, -0.552056, 0.479029, -0.278045, 0.930866, 0.251957, -0.944901, -0.415384, -0.148062, 0.740996, -0.271375, -0.434762
0.118193, -0.532312, -0.240312, 0.165487, 0.621013, -0.278259, -0.847472, -0.717035, 0.47952, 1.31363, 0.537706, -0.803386, 1.00495, 0.80568, 0.38964, -0.570439, 0.0540387, -0.258586, 0.999604, 0.345909, -1.16671, -0.330318, -0.135995, 1.03583, -0.732856, -0.428852
0.0435049, 0.598775, 0.293686, 0.161897, -0.518327, -0.210539, 0.031564, 0.36647, 0.145003, -0.281694, -0.0435548, 0.565656, -0.160978, -0.454694, 0.159875, 0.600494, -0.374064, 0.0411568, -0.456177, -0.401374, 0.55097, 0.314332, -0.16395, -0.5762, 0.335747, 0.402123
-0.115598, 0.499532, 0.401248, 0.0429383, -0.34689, -0.166425, 0.0230631, -0.0825945, -0.256979, -0.101201, 0.179892, 0.0815, -0.0980812, -0.440555, -0.0186055, 0.464853, -0.0870804, 0.190468, -0.133462, 0.182443, 0.675109, 0.272198, 0.0268928, -0.302425, 0.133755, -0.0364953
0.0503657, -0.422719, -0.417224, 0.221035, 0.000599072, 0.127701, -0.0134282, -0.0272531, 0.296384, 0.206451, 0.04337, 0.0681152, 0.543748, 0.111764, -0.18946, -0.534854, -0.0277684, -0.280505, -0.0887257, 0.159903, -0.126884, 0.0647333, -0.313396, 0.171586, -0.365378, -0.196389
-0.506136, 0.792409, 0.502829, -0.256997, -0.554203, 0.344324, 0.265195, 0.789423, -0.496674, -0.369574, -0.510792, 0.670825, -0.418455, -0.870561, -0.200495, 0.876928, -0.109902, 0.42409, -0.492704, 0.133701, 1.08995, 0.0911373, -0.011793, -0.934366, 0.539639, 0.54073
0.200296, -0.443701, -0.115597, 0.302711, 0.233307, 0.100737, -0.0573042, -0.241618, 0.270905, 0.325314, 0.229034, -0.697183, 0.412007, 0.648676, -0.215853, -0.587459, -0.024806, -0.269455, 0.493926, 0.278433, -0.97193, -0.414291, 0.141964, 0.835398, -0.690988, -0.50532
-0.360672, 0.112846, 0.334885, 0.172213, -0.199877, 0.0459278, 0.346335, 0.33342, -0.126457, -0.489554, -0.275235, 0.0384934, -0.383, -0.179463, -0.117263, 0.22805, 0.0527397, 0.311609, -0.521644, -0.222693, 0.731685, 0.0938392, 0.0241024, -0.402485, 0.293065, 0.529195
-0.485676, 0.0171994, -0.0495972, -0.0923354, -0.0312309, 0.42569, 0.071596, 0.474934, 0.104616, -0.878331, -0.283419, 0.479216, -1.06217, -0.340012, -0.0144504, 0.0913586, -0.36871, 0.406205, -0.56876, 0.164381, 0.476126, -0.00995776, 0.240544, -0.67064, 0.574999, 0.220717
-0.339848, 0.510564, 0.450603, 0.233432, 0.011786, 0.310886, 0.255429, 0.678121, -0.282113, -0.910576, -0.406986, 0.160931, -1.02325, -0.668686, -0.0955002, 0.584124, -0.278504, 0.168341, -0.512881, -0.0251352, 0.730927, 0.120452, -0.228478, -0.873806, 0.0560243, 0.14295
-0.218892, 0.289217, -0.0914847, 0.0787505, -0.0304472, 0.00737381, 0.488973, 0.00755875, -0.422498, -0.527942, -0.206006, 0.491488, -0.273998, -0.496607, -0.203323, 0.571239, -0.273462, 0.40481, -0.568249, 0.206088, 0.28063, -0.166587, -0.0634181, -0.525987, 0.370818, 0.428935
0.0744903, -0.699636, -0.356741, -0.155728, 0.275573, -0.289423, -0.17333, -0.484395, 0.10068, 0.838029, 0.629798, -0.2, 0.935343, 0.727291, 0.285784, -0.469415, 0.237649, 0.0338747, 0.778991, -0.217014, -0.905157, -0.579661, 0.427295, 1.06314, -0.411026, -0.373469
0.0551506, -0.271801, -0.48053, 0.35933, 0.46, -0.323477, -0.0956613, -0.299043, 0.0769098, 0.664879, 0.129044, -0.177843, 1.15293, 0.577473, -0.0909573, -0.225823, 0.0474833, -0.363567, 0.739765, -0.232558, -0.621238, -0.424257, 0.181786, 0.388667, -0.0442608, -0.262204
0.244215, -0.381708, -0.55807, 0.23692, 0.44968, -0.173982, -0.703599, -0.761512, 0.402947, 1.17896, 0.474467, -0.752321, 1.65257, 0.750345, 0.0857712, -0.456076, 0.5086, -0.299601, 0.484572, -0.00884576, -0.797594, -0.266643, -0.00453075, 1.00471, -0.552682, -0.145949
0.416361, -0.623309, -0.403012, -0.0317286, 0.239042, -0.52825, -0.700604, -0.68698, 0.014714, 0.961112, 0.648422, -0.472606, 1.55366, 0.622558, 0.291714, -0.620739, 0.0199707, -0.573933, 0.731077, 0.0749525, -0.840927, -0.0928696, 0.256853, 1.16907, -0.431856, -0.191817
-0.124485, -0.112576, 0.146254, 0.178889, -0.178743, 0.246977, -0.321335, -0.175378, 0.224951, -0.159186, -0.236074, 0.0250438, 0.169842, -0.119229, 0.112272, -0.119956, 0.265784, 0.0607802, -0.110584, 0.242534, -0.145178, -0.209658, -0.0186975, -0.240351, -0.176933, 0.0724985
-0.276694, 0.297407, 0.527311, -0.271362, -0.181987, 0.329829, -0.0189333, 0.515645, -0.171133, -0.163755, -0.0753568, 0.491743, -0.608432, -0.358052, -0.130388, 0.479467, -0.0662914, 0.327345, -0.304218, -0.206874, 0.656812, 0.0949221, 0.0530762, -0.580778, 0.477143, 0.102247
-0.5297, 0.406877, 0.0390186, 0.25591, -0.329078, 0.0590797, 0.158402, 0.657858, 0.106945, -0.434192, -0.0951622, 0.639579, -0.470428, -0.467937, 0.0139554, 0.59183, 0.105305, 0.0852158, -0.109178, -0.353567, 0.763876, 0.272904, -0.0578857, -0.809387, 0.284297, 0.308296
0.143829, 0.0283191, -0.0162543, -0.087834, -0.148175, -0.325118, -0.197132, -0.365271, 0.196975, 0.671212, 0.239115, -0.186142, 0.542172, 0.182012, -0.172616, -0.175586, -0.00987312, -0.201829, 0.180001, -0.0117111, -0.0533519, -0.180946, -0.10398, 0.26451, 0.153117, 0.201654
